customer_id,product_category,value_USD,time_on_site_Minutes,clicks_in_site,credit,paypal
55675,502,-0.4341326620806978,14.2,7,1,0
19667,515,0.9145648972166305,31.5,10,0,1
38347,513,-0.13212982362756065,9.7,10,0,1
45589,510,0.3084296277959227,48.4,7,1,0
28283,501,-0.45948812295567465,16.4,6,0,1
57542,506,0.3195434387306239,50.4,7,1,0
58629,501,-0.2263642923912544,7.0,7,1,0
27312,505,3.900719450815289,56.5,57,0,1
22087,508,1.5946369567478353,23.9,17,0,1
28150,509,-0.11549238210854694,15.0,11,1,0
46110,503,3.2082691347939383,45.2,8,1,0
20359,503,0.6778473792841034,14.7,20,0,1
15464,513,-0.10051868474143459,12.7,9,1,0
13358,510,1.5458559782140873,84.1,6,1,0
47247,508,6.135793344479593,76.5,48,1,0
56414,507,-0.02119136357877715,23.0,12,1,0
39134,501,1.1219339683096177,40.1,23,0,1
36090,508,0.6792449243717005,73.5,15,1,0
46909,504,0.1419886628397094,10.2,14,1,0
34191,511,2.8235449371082653,24.1,27,0,1
43608,514,-0.13871825046909012,6.9,11,0,1
52119,514,0.5457460936231343,21.7,15,0,1
26249,502,-0.26509625624751837,15.5,7,1,0
44959,506,1.3348266699869173,34.5,11,0,1
41002,514,1.0269009023530111,15.0,17,1,0
51149,506,1.6250501998445928,28.6,36,1,0
53133,507,1.5090539575740292,56.8,18,1,0
46249,505,0.3303910506010208,19.5,9,1,0
27348,504,-0.4670747962883449,17.3,6,1,0
18621,512,6.311151978089997,96.7,53,1,0
35041,508,0.3279952590222828,16.7,16,0,1
21652,512,5.825338685734796,88.3,37,1,0
52692,513,0.7455950411495271,40.9,9,1,0
41772,507,0.33012485153671656,32.7,12,1,0
31988,512,2.464642048660101,34.2,23,1,0
55163,507,7.052982220539781,58.1,85,0,1
10664,511,0.0339783924982723,37.2,13,1,0
51916,509,-0.2611698200490311,7.0,9,1,0
19280,513,0.15130563009035713,29.0,10,1,0
21383,501,-0.2667600003994197,14.0,6,1,0
52015,502,-0.3210646095174805,18.6,7,1,0
49583,503,0.9690691556329194,36.0,19,1,0
47640,513,0.1326716955890617,12.0,10,1,0
22506,506,1.699785587148002,9.7,15,0,1
31028,505,-0.045814777026917476,7.3,9,1,0
35735,502,-0.2941785040227543,12.1,8,1,0
11485,507,0.7561764539556199,22.9,24,1,0
28591,515,2.9929806415379008,24.4,57,1,0
20950,514,1.2475133768951334,37.3,7,0,1
32611,509,-0.05233665410237088,17.4,7,1,0
33470,506,0.04715524618133119,19.0,6,1,0
40059,505,0.4856516548564567,13.9,19,1,0
48831,503,-0.37457062144262865,14.7,7,0,1
20846,504,0.9757906820066009,18.4,18,1,0
32448,507,0.39281473118036025,51.6,18,0,1
57155,509,-0.30203137641972877,11.1,7,0,1
33395,507,0.1326716955890617,15.8,12,0,1
52603,513,0.38196711930996335,12.4,16,0,1
11513,501,0.6197494334997073,12.5,20,1,0
58699,505,0.9712652979134295,34.7,11,1,0
16328,509,0.387690399192504,23.2,14,1,0
43648,504,-0.15821733192937418,5.5,11,1,0
47769,502,-0.32252870437115366,9.0,8,0,1
33233,513,2.3452517683196588,47.8,46,0,1
10530,512,0.2696976639396587,33.8,13,1,0
44202,513,-0.17924705800940754,70.0,9,1,0
46441,506,-0.18064460309700467,4.6,6,0,1
54043,514,-0.35327469629829106,20.1,8,1,0
55324,513,0.8090835179860837,23.7,25,0,1
12729,515,0.6230769218035102,21.0,22,1,0
54067,513,-0.4099750969950898,44.1,6,1,0
39226,507,0.34416685217876414,15.6,16,1,0
49325,505,4.755817395126519,71.1,49,1,0
23615,514,0.7071958261236436,18.1,19,0,1
23982,507,0.01414656220760801,19.1,9,0,1
37869,501,0.06066484869477034,11.0,12,0,1
23238,502,0.822859319563827,20.2,12,1,0
28574,505,0.8976612566333129,9.8,25,1,0
43323,506,0.10711658541585668,8.9,12,0,1
36708,502,0.20294824856537566,128.3,12,1,0
27461,505,0.3377780746354629,11.2,10,0,1
57621,506,2.0345309105105582,6.0,6,0,1
58653,501,1.03754886492518,38.5,19,0,1
59269,510,0.7185758361226489,12.7,21,0,1
51605,511,0.37391459761476065,9.7,11,0,1
55209,507,0.530705846489946,32.4,14,1,0
16514,504,-0.3233938513301424,3.5,8,0,1
59220,503,0.8354372253522012,14.7,11,0,1
22500,504,1.1327150304139386,35.0,20,1,0
21377,513,0.9437802445240185,25.2,23,1,0
59696,508,0.16661207628784974,8.0,12,0,1
47851,502,1.9671159974755148,33.7,39,1,0
25693,509,-0.34036404167953643,12.5,8,1,0
21309,504,-0.3389664965919392,8.9,8,0,1
54279,507,1.0398781067378418,21.8,10,0,1
34566,506,1.5538419501432137,44.9,33,0,1
28413,515,1.0028764367995555,16.8,25,1,0
27383,506,-0.46581035073289984,61.7,6,1,0
49189,508,0.2675015216591489,27.8,16,1,0
58789,511,-0.1468373219303688,10.6,10,1,0
41105,501,-0.11642407883361171,19.3,9,1,0
21531,504,0.20135105417955038,59.6,7,0,1
17856,503,0.20175035277600673,22.1,13,1,0
10103,515,-0.10863775620271328,30.7,11,1,0
36445,503,0.777871677696414,25.3,16,0,1
36384,508,-0.3007003810982077,29.3,7,0,1
57622,505,0.2027485992671475,19.3,11,0,1
25113,507,1.2186307784181252,10.2,9,0,1
53035,507,-0.11609133000323145,29.9,9,1,0
59796,507,-0.47532696728177576,68.3,6,1,0
31438,509,-0.27687556484298004,22.8,8,0,1
57114,513,0.08735130489126838,15.8,13,1,0
59056,510,-0.28499463630425875,18.9,8,0,1
31126,505,1.8984366388850262,44.3,29,0,1
36462,515,-0.34429047787802364,5.3,8,1,0
11046,515,-0.20946065180793647,74.2,9,1,0
58536,505,-0.38481928541834104,19.3,7,1,0
27545,505,0.9496366239387117,27.2,11,0,1
36193,514,2.050902152965268,73.2,41,0,1
38509,507,0.5954587688819473,7.1,19,0,1
48603,509,-0.21817867116389963,19.2,7,0,1
23693,512,1.5924408144673257,38.6,9,0,1
37205,513,0.4201666850376189,42.9,6,1,0
20163,508,1.2879090849032986,21.7,29,0,1
40576,515,-0.2898527692278108,3.5,8,0,1
14162,507,-0.39014326670442545,30.8,6,0,1
28310,512,0.26370818499281384,5.7,11,0,1
54213,502,1.0562493491925515,24.8,27,1,0
40749,512,0.6280681542592143,40.5,14,0,1
50101,506,2.7681089819669116,60.2,18,1,0
57345,503,0.7596370417915749,24.9,24,0,1
21465,507,-0.2020070780074183,3.5,8,0,1
28335,507,0.9628800273878463,15.1,23,0,1
16677,503,0.580418521748759,20.2,13,1,0
59773,515,0.6864988488739905,53.6,22,0,1
37459,505,0.2734910006059939,12.5,16,1,0
47375,513,1.8593719261983819,27.1,22,0,1
19654,504,0.6522257193448221,35.0,10,1,0
26443,506,-0.06604590591403815,17.3,11,1,0
31408,512,5.386842277059671,29.5,18,1,0
22008,513,1.875210770524483,17.7,24,0,1
46918,507,-0.16966389169445562,5.4,9,0,1
16201,512,2.355633531827523,36.1,45,0,1
22028,503,-0.18783197783321862,32.9,8,1,0
29698,505,1.7548887934589759,27.5,22,1,0
23080,511,-0.025650197905872838,28.3,7,1,0
46595,508,0.6615426865954699,3.9,20,0,1
16658,506,0.3086958268602269,12.1,14,0,1
41476,502,1.001013043349426,53.0,14,0,1
37527,509,0.1573616588032781,18.3,14,1,0
12974,502,0.2289692071011131,5.5,10,0,1
57487,513,0.3223385289058181,5.5,15,0,1
28373,501,0.44332600363208596,23.8,9,1,0
39420,505,0.522254026198287,9.9,14,0,1
37693,506,-0.3487493122051193,5.7,8,0,1
19276,507,-0.33683690407750555,9.4,7,0,1
26835,501,1.3980489477591695,70.7,19,1,0
11349,508,0.5732311470125452,3.5,11,0,1
28996,511,0.17479769751520452,37.1,14,0,1
33551,515,-0.1332611696508536,19.0,10,0,1
18084,506,0.14178901354148124,8.1,9,1,0
42164,510,0.34476580007344865,37.7,17,1,0
57684,505,1.9562018358390418,85.8,41,1,0
56282,502,0.05314472512817617,22.3,7,1,0
58115,505,0.8733705920155526,23.0,21,0,1
31917,504,3.1223533867897517,59.0,7,1,0
14418,512,0.022332183434962693,11.9,7,0,1
53503,515,2.919310050491708,51.6,37,1,0
33526,508,3.524912921783808,61.0,48,1,0
29814,502,-0.39353730477430426,8.8,7,0,1
22565,505,2.048639460918682,13.5,42,0,1
21699,512,0.007757784664306688,12.3,6,0,1
38511,508,-0.425947040853343,45.1,6,0,1
28034,511,2.0616832150695887,39.8,35,1,0
31934,507,0.9877696399002909,21.5,13,1,0
55268,505,0.9351287749341317,22.3,11,1,0
37954,505,1.9552701391139773,35.6,29,1,0
14747,509,0.5407548611674302,18.0,20,0,1
38831,504,0.9911636779701696,39.7,27,0,1
24091,506,-0.29770564162478524,30.5,7,1,0
16725,506,0.062328592846671714,31.4,13,1,0
23431,513,0.2048116420155052,37.5,8,1,0
16039,502,-0.11562548164069907,9.8,6,0,1
23139,503,-0.2205744627426376,11.8,9,1,0
56708,503,0.6795776732020807,27.1,21,0,1
53659,503,0.3303910506010208,9.5,15,0,1
16467,508,-0.1912260159030974,34.3,8,1,0
57736,512,0.23955061990720586,8.2,11,0,1
17850,509,-0.42781043430347254,37.7,7,1,0
21921,501,1.3496672678218777,31.7,32,0,1
47265,506,1.7976137432798027,53.4,39,1,0
59879,511,0.014080012441531922,16.3,11,0,1
40183,504,1.1570056950316985,18.5,16,1,0
45585,506,-0.0017588318845691117,13.4,13,1,0
43414,514,1.0733526390740975,34.1,21,0,1
54773,507,-0.16780049824432608,19.4,7,1,0
37579,514,-0.21005959970262095,75.0,6,0,1
27373,501,1.074883283693847,19.2,28,1,0
32628,506,0.33910906995698403,14.0,10,1,0
31196,513,0.7901168346544079,58.9,8,0,1
27920,508,1.050925367906467,18.0,27,0,1
14999,515,0.13772947781084188,8.9,11,1,0
42923,503,1.0552511027014104,21.6,28,1,0
55798,502,2.9007426657564888,31.3,43,1,0
29626,514,-0.22117341063732213,11.6,7,0,1
25769,505,-0.2260980933269502,13.3,9,1,0
39233,506,0.2563877107244477,41.8,7,0,1
36814,513,-0.3595969240755163,16.0,8,1,0
56837,514,3.6766463884372125,14.8,53,0,1
18359,511,-0.24845881472850462,29.0,9,0,1
57302,504,-0.4049838645393857,50.9,7,0,1
44740,501,-0.028245638782838985,15.3,10,1,0
14755,502,0.7881868914382023,23.9,23,0,1
34021,506,-0.46660894792581253,3.7,6,0,1
35221,506,2.675471707589043,55.4,6,0,1
26452,509,1.0792090184887904,32.7,7,1,0
53248,502,-0.2717512328551238,14.4,7,1,0
45946,506,0.6995426030248972,41.3,20,0,1
29872,506,2.3248875399003857,29.3,38,0,1
13517,501,0.5476094870732638,14.8,17,1,0
50796,505,0.15629686254606123,18.9,13,0,1
17741,503,0.6771153318572667,26.5,14,1,0
53526,511,0.027988913551427415,32.8,11,0,1
56048,515,-0.07755901544519568,7.3,6,1,0
40660,511,1.2992225451362278,28.3,32,1,0
26633,512,-0.022588908666374356,12.9,7,1,0
42479,511,5.0327309717689825,54.1,28,1,0
13850,508,0.15902540295517947,8.5,15,1,0
11018,503,-0.40737965611812366,15.5,7,0,1
48394,501,1.21956247514319,29.8,8,1,0
34215,515,0.8856157489735469,14.9,11,0,1
50967,501,-0.17771641338965827,7.9,7,1,0
31483,510,0.08641960816620362,127.2,7,1,0
48567,511,0.5845446072454744,28.6,13,1,0
19776,507,0.026524818697754214,43.1,14,0,1
34465,502,-0.35274229816968267,15.9,8,1,0
26208,512,-0.1407812932174478,14.4,11,1,0
36564,510,-0.37031143641376113,3.5,7,1,0
56828,504,-0.26995438917107034,21.2,6,0,1
23793,503,0.32713011206329407,22.9,9,1,0
41427,505,0.6844358061256327,25.9,15,1,0
10653,514,2.5181480605852493,27.0,41,1,0
32525,502,-0.006151116445588806,4.8,12,0,1
29968,508,-0.05593034147047779,9.8,8,0,1
21313,503,0.5951925698176431,30.0,7,1,0
20682,507,1.9948007001631538,40.8,42,1,0
16586,505,-0.1389844495333943,28.1,11,0,1
45096,513,1.306543019404594,16.7,12,0,1
12713,510,0.8547366575142571,17.3,13,1,0
47056,513,0.9419168510738891,7.4,15,0,1
40084,510,2.0071789566533,52.5,40,1,0
38067,512,-0.1869668308742299,11.9,10,0,1
12872,504,-0.3581993789879191,20.6,7,0,1
12635,501,0.002633452676450488,58.8,11,0,1
39749,515,1.3298354375312131,39.3,11,0,1
50072,514,0.7749434879890675,38.9,20,1,0
25125,513,0.1273477143029773,28.6,14,1,0
51305,505,0.8539380603213444,13.3,14,0,1
52516,504,1.3429457414481958,25.1,30,1,0
37542,501,0.9053810294981349,16.9,6,1,0
36368,506,-0.3139437845473427,5.9,8,0,1
38594,501,-0.001958481182797284,6.4,10,1,0
16003,507,1.763873011879243,13.3,23,0,1
13198,504,0.9985507020046118,8.5,7,1,0
11439,507,0.7408700077581274,22.5,24,0,1
58553,512,-0.16527160713343603,2.4,8,1,0
32198,514,-0.01240679445673795,6.8,7,1,0
53284,502,1.8050673170803209,21.5,21,1,0
49448,506,5.363682958465204,52.3,70,0,1
39542,511,-0.34016439238130824,7.0,7,1,0
16358,508,0.05321127489425216,11.6,11,0,1
39024,511,-0.2915830631457882,12.2,8,0,1
38109,504,0.1931654329521956,9.2,6,1,0
54766,515,-0.3729068772907273,4.6,6,0,1
32281,501,0.3436344540501557,32.6,13,0,1
45817,503,-0.07463082573784924,47.5,11,1,0
18204,514,1.2942978624465997,68.3,27,0,1
32474,506,-0.3981957883996281,76.5,7,0,1
57073,503,0.9942249672096684,9.8,26,1,0
59970,513,4.515373090293732,35.2,62,0,1
39091,505,0.9553599038212521,22.9,9,0,1
25256,504,-0.4552954876928832,4.0,6,0,1
45858,503,0.2852703092014556,14.1,11,0,1
26742,514,0.45417361550248286,23.0,18,0,1
26286,501,-0.010543401006608406,38.1,8,0,1
16465,509,-0.14024889508883934,21.9,9,0,1
46821,514,-0.0865432338654631,14.3,9,0,1
20172,502,2.225395639616684,22.1,47,0,1
33872,501,1.123797361759747,41.3,28,1,0
45430,512,2.9887880062751093,36.3,52,0,1
51351,509,0.3554803124116935,11.0,17,0,1
50924,511,-0.39147426202594654,31.5,7,1,0
53848,511,0.488247095733423,8.8,13,0,1
50040,503,0.6435076999888591,9.7,18,0,1
50307,513,3.250195487421853,75.6,19,1,0
54221,511,0.009887377178740494,2.2,7,1,0
53722,504,0.3303910506010208,45.8,8,1,0
53575,514,-0.3675828960046429,39.5,6,0,1
31953,506,-0.1290019846219861,16.2,11,0,1
59219,505,-0.12480934935919466,17.7,9,0,1
26133,507,2.9943116368594223,49.2,57,0,1
13024,508,-0.16094587233849245,11.4,9,1,0
43561,506,-0.3014989782911204,6.3,8,1,0
58438,509,1.3542592016811255,97.4,25,0,1
19526,506,1.0834682035176577,19.4,28,1,0
35822,507,5.317430871042346,71.2,13,0,1
25158,506,0.6731223458927035,17.4,14,1,0
19500,503,0.16860856927013135,10.0,11,1,0
35288,505,1.1469566803542144,9.7,15,1,0
37489,506,1.0056049772086737,6.2,15,1,0
44951,515,0.7094585181702295,14.2,14,0,1
20924,509,-0.0847463901814096,12.7,7,0,1
30645,503,0.7992341526068274,27.8,19,0,1
46391,509,0.03743898033422722,9.9,13,1,0
43539,506,1.0517239650993797,24.9,29,0,1
25050,511,4.172175946639517,21.7,45,0,1
11571,501,0.8581306955841362,22.1,13,1,0
15920,503,-0.0026239788435578897,18.1,6,1,0
10556,515,0.2740899485006783,17.9,17,0,1
26041,506,2.0245484455991503,28.6,37,1,0
13989,514,2.417791013342559,21.3,17,1,0
22592,509,1.7361217594255285,23.0,7,1,0
48572,503,1.140701002343065,20.2,15,0,1
19327,503,0.431347045738396,55.7,19,0,1
36605,509,0.42129803106091174,17.6,7,0,1
30111,504,0.8221938219030664,21.6,22,1,0
17882,505,1.891182714382736,48.4,25,0,1
32686,515,-0.4763917635389926,17.7,6,0,1
35227,509,-0.2020070780074183,14.1,6,0,1
49080,503,0.0017683057174618048,12.7,11,1,0
58424,513,1.3399510019747733,32.0,18,1,0
22847,505,-0.19162531449955375,39.9,8,0,1
32162,514,-0.29797184068908944,2.5,7,0,1
13896,508,0.559721544499106,14.0,8,1,0
21957,502,0.24347705610569312,43.9,10,1,0
49091,502,0.22783786107782025,27.7,14,0,1
38194,508,0.021200837411669747,65.1,10,1,0
16207,514,-0.34848311314081515,39.2,7,0,1
11783,509,0.020335690452681066,18.1,11,1,0
29120,503,-0.3866826788684706,15.5,7,1,0
10026,507,-0.061254322756562216,6.3,8,0,1
41751,508,2.1376164981623673,30.8,44,0,1
27460,511,0.2813438730029683,24.4,10,0,1
52490,507,0.2392178710768256,20.7,15,0,1
47369,505,-0.3581328292218431,4.2,6,0,1
47043,509,0.3681913177322199,29.0,18,0,1
41479,514,0.10438804500673836,13.7,6,0,1
10606,506,-0.20939410204186037,39.8,10,1,0
24918,508,3.664600880777447,35.9,64,0,1
53564,512,-0.3178702207458299,8.1,7,0,1
33620,503,0.014945159400520604,8.5,10,0,1
39673,501,0.5687057629193734,13.4,13,0,1
24519,502,0.40725603041886427,18.4,16,1,0
20310,510,0.2114666186231107,40.1,15,0,1
18430,513,-0.47792240815874193,17.6,6,0,1
14312,514,0.04595735039196216,31.6,8,0,1
35036,508,0.2805452758100556,34.9,7,0,1
28276,507,-0.3966651437798788,26.9,7,0,1
16486,513,3.553196572366131,4.2,34,1,0
52907,504,0.9593528897858156,6.7,18,1,0
19471,504,0.7543796102715665,31.0,8,1,0
38561,509,0.8186666843010355,16.0,15,1,0
57843,506,0.3237360739934153,21.0,13,1,0
12422,501,-0.30562506378783577,8.4,8,1,0
48971,501,1.036217869603659,25.7,11,0,1
39659,502,0.16634587722354546,18.2,7,0,1
10896,511,0.5496725298216216,12.0,19,0,1
12418,515,0.25259437405811264,27.0,9,0,1
16300,505,1.2237551104059818,18.1,22,1,0
54562,515,1.1088902141587107,20.6,11,1,0
58176,504,0.7567088520842284,12.4,8,1,0
29552,515,0.2976485656916018,14.3,7,0,1
34621,513,0.34736124095041476,11.9,18,1,0
28803,507,0.21685714967527114,9.3,9,1,0
14106,515,0.5787547775968576,22.2,15,0,1
50026,504,2.2884182680907075,18.9,31,0,1
53882,509,1.2875763360729182,18.7,20,0,1
32388,507,0.05454227021577328,12.4,14,1,0
36601,511,-0.0346344163261403,8.9,8,1,0
47655,510,1.0308273385514986,20.1,16,0,1
55915,502,-0.18909642338866364,41.5,8,0,1
13315,515,-0.0339023688993037,20.4,7,1,0
42194,512,2.434761203691952,25.1,10,1,0
47441,511,0.049085189397536824,10.8,6,0,1
36575,504,-0.28439568840957424,10.0,8,0,1
56977,513,0.6788456257752441,18.5,10,0,1
14686,511,0.5104081678367494,18.7,11,1,0
24057,510,0.39720701574137984,7.4,13,1,0
42326,510,-0.48357913827520654,17.5,6,1,0
29458,508,1.6578592345200875,45.9,9,1,0
39023,506,1.91321068695391,7.9,8,1,0
17856,515,0.9375911162789458,31.2,10,0,1
20010,510,0.10492044313534687,19.4,12,0,1
51841,501,-0.3303150270020521,30.0,8,1,0
28240,514,1.5341432193847018,23.4,27,1,0
58225,512,1.8865907805234883,45.3,9,0,1
20838,505,0.357343705861823,33.5,8,1,0
58246,507,3.992957426596701,43.3,11,0,1
18547,502,2.2831608365706995,52.6,36,1,0
53325,515,-0.24399998040140894,42.5,7,0,1
38810,510,-0.1788477594129512,13.1,9,1,0
15799,502,1.6844791409505095,26.2,39,1,0
19163,511,0.32200578007543784,30.5,17,0,1
34898,503,3.655283913526799,26.7,45,1,0
52193,504,-0.19521900186766072,13.7,7,0,1
54915,515,0.7933112234260586,65.0,13,1,0
18336,511,0.004430296360503944,32.3,12,1,0
59359,509,1.6263811951661138,27.3,31,0,1
14638,513,-0.3831555412664397,7.8,6,0,1
25198,506,0.6378509698723943,22.3,6,0,1
39577,513,-0.3437580797494152,11.8,7,0,1
20047,502,1.208581763740641,29.3,9,0,1
44777,503,-0.4607525685111197,12.1,6,0,1
48681,512,-0.44844086178704956,6.6,6,0,1
53815,515,-0.11256419240120054,12.9,7,1,0
21156,509,1.2391281063695505,49.1,27,0,1
16704,508,2.641597876656331,78.9,32,1,0
13937,510,0.6284674528556706,5.5,12,1,0
28022,505,-0.1583504314615263,7.0,11,0,1
42480,512,-0.15016481023417153,16.8,9,0,1
30307,505,0.8486806288013362,15.3,7,1,0
58610,503,0.7022711434340155,38.9,16,1,0
46649,511,2.023284000043705,35.3,16,1,0
44705,515,1.1122177024625135,63.9,9,1,0
44045,509,0.7427999509743329,16.6,24,1,0
55885,514,1.0794752175530946,15.0,15,0,1
26739,507,-0.43879114570602157,11.8,6,0,1
56816,508,0.3832315648654084,13.3,10,1,0
10790,502,0.10545284126395531,11.1,13,0,1
51741,507,0.0500168861226016,9.8,6,0,1
50062,512,-0.07203538486088308,17.6,10,1,0
16272,514,1.874145974267266,52.2,15,1,0
54366,506,-0.37197518056566253,56.5,7,1,0
42542,505,-0.1825079965471342,7.4,10,1,0
12046,509,0.39481122416264197,39.4,15,1,0
56037,508,3.0307143589030243,47.8,53,1,0
16290,513,-0.1610124221045685,10.2,7,0,1
35764,505,0.809549366348616,37.9,20,1,0
44384,509,0.34636299445927393,28.0,14,0,1
39634,505,0.6640050279402839,24.5,21,1,0
40766,512,1.2306097363118151,36.3,20,0,1
39182,512,3.8776266819868987,71.7,15,1,0
22286,512,0.9045158825391463,37.0,16,1,0
58595,501,-0.19049396847626082,11.2,10,0,1
36149,513,2.3901728604209955,45.1,20,1,0
29093,502,0.008356732558991204,56.1,11,1,0
24265,503,0.7000750011535057,18.9,10,1,0
57876,506,4.802734980210138,110.1,60,0,1
35685,513,0.6491644301053238,26.9,20,1,0
38643,503,0.4588320991278068,17.5,12,0,1
44286,514,-0.10125073216827118,12.5,10,1,0
19989,510,0.6550208095200165,13.0,10,1,0
19560,509,1.3541261021489732,35.2,24,1,0
38592,513,-0.11163249567613577,4.8,7,0,1
38854,508,1.7272040907713369,27.1,13,0,1
55466,505,0.6717913505711824,52.2,17,0,1
51200,504,0.07903258413176152,48.0,12,1,0
38493,515,0.5248494670752532,21.0,14,1,0
27454,507,0.09294148524165692,13.2,7,1,0
24934,514,0.816869840616982,26.9,11,0,1
16347,508,1.1682526054985518,10.6,29,0,1
22140,506,-0.0030898272060902285,24.5,11,1,0
46272,509,0.28906364586779065,9.3,12,0,1
29666,509,0.2858692570961401,31.5,16,0,1
16536,513,1.2881752839676028,37.0,12,0,1
31077,515,0.962281079493162,15.3,6,1,0
25998,507,0.2298343540601019,22.1,14,0,1
57665,504,2.8522278862870447,36.1,30,1,0
28200,506,-0.3776984604482032,31.1,6,1,0
12928,503,0.6600120419757207,18.8,20,0,1
18070,508,-0.14570597590707585,54.7,9,0,1
41674,505,0.9684036579721591,25.4,11,1,0
57065,513,1.0581127426426808,6.4,19,0,1
46926,515,0.10558594079610739,8.9,8,1,0
29333,510,0.010619424605577094,18.9,11,1,0
15380,510,3.254987070579329,48.6,24,1,0
41141,510,-0.4729311757030378,2.4,6,1,0
30192,509,3.375309047644836,56.5,18,0,1
23771,512,0.46522087667110795,45.3,17,1,0
50108,508,1.6482760682051356,37.9,16,1,0
43155,502,0.07291000565276447,14.9,11,1,0
13122,503,1.1661895627501941,43.6,20,0,1
54700,501,1.9903418658360579,60.9,21,1,0
32647,508,1.5090539575740292,27.6,18,1,0
53840,504,0.042030914193474996,8.3,10,1,0
53284,506,-0.42541464272473456,18.0,7,0,1
14421,509,1.539666849969014,8.5,35,0,1
56409,513,1.3310333333205824,26.2,25,1,0
32838,511,0.9568905484410015,12.5,15,1,0
24016,515,0.9129677028308051,19.0,16,1,0
53155,509,0.49070943707823705,35.4,7,0,1
32610,501,0.8942672185634337,14.9,12,0,1
51151,510,1.5405319969280027,25.2,28,0,1
34422,512,1.0537870078477374,41.4,27,1,0
35636,515,0.032580847410675184,2.3,14,0,1
18462,502,0.328261458086587,40.3,12,0,1
16850,511,0.31641559972504923,7.0,9,1,0
59835,507,1.946685219290166,40.6,22,0,1
45117,502,-0.12767098930046503,45.0,7,0,1
32480,507,0.6341241829721352,30.2,18,0,1
16522,514,1.020711774107938,13.2,14,0,1
10436,513,0.8054898306179765,36.6,20,1,0
44604,512,1.1138148968483388,43.6,7,0,1
52452,506,0.2740899485006783,19.0,15,1,0
45994,502,1.1633279228089237,32.0,18,0,1
31806,514,-0.19874613946969164,56.0,6,0,1
59773,514,2.0021877241975954,59.5,16,0,1
19091,507,0.3941457265018813,23.4,14,0,1
49760,507,0.20607608757095022,52.5,8,0,1
28836,507,0.7357456757702711,23.1,21,0,1
53631,515,-0.22895973326822056,16.0,8,1,0
23677,515,4.491415174506352,34.3,56,0,1
40080,514,2.1302960238940014,87.2,34,1,0
59170,504,-0.22822768584138395,13.1,8,1,0
23633,501,-0.40072467951051816,16.4,6,0,1
56377,504,-0.30402786940201043,18.0,8,1,0
51190,506,0.14618129810250083,11.3,9,1,0
54195,502,-0.0485433174360357,10.6,11,0,1
52688,504,2.167497343130516,26.1,33,1,0
36940,501,-0.0587919814117482,18.2,9,0,1
36045,505,-0.05819303351706368,14.9,11,0,1
58856,513,2.7147360695739153,58.6,23,0,1
22677,510,-0.17006319029091196,10.0,10,1,0
13544,512,1.3026165832061065,44.8,15,1,0
12142,507,-0.3583324785200712,29.3,8,1,0
15599,503,1.1422981967288905,22.5,14,0,1
26735,508,-0.41203813974344755,10.4,6,1,0
12053,512,2.5741829636212876,40.3,9,1,0
12265,511,1.401043687232592,5.1,16,0,1
42933,512,-0.1245431502948904,45.1,11,0,1
41943,505,6.7938374314396235,52.9,73,1,0
44430,515,0.9394545097290751,35.9,13,1,0
41067,514,0.733283334425457,28.8,6,1,0
24454,512,0.04535840249727774,52.1,7,0,1
58336,510,2.1439387259395923,71.5,17,1,0
29742,515,-0.4361957048290554,16.4,6,0,1
23837,515,2.984595371012318,45.8,42,1,0
17422,506,0.04795384337424388,17.4,7,1,0
19848,505,-0.47732346026405736,6.3,6,0,1
42481,513,-0.41157229138091517,26.7,7,1,0
52071,515,4.064365325596309,66.7,71,1,0
32022,513,0.6297984481771918,14.3,18,1,0
54528,510,3.9000539531545293,126.7,51,1,0
30331,510,1.85484654210521,44.0,15,1,0
40884,503,1.5737403301999542,16.3,10,0,1
45583,510,-0.40731310635204765,13.1,7,1,0
39000,515,-0.010743050304836578,7.4,7,1,0
10529,515,0.23708827856239187,18.0,13,0,1
13573,503,1.7835717426377555,13.4,23,1,0
43478,502,-0.22303680408745166,4.8,7,1,0
27243,515,0.29851371265059046,9.5,11,1,0
33680,502,1.5018665828378148,67.3,21,0,1
31092,508,0.47320684860023465,7.6,19,1,0
38169,510,0.11423741038599451,20.2,11,0,1
40361,513,-0.12347835403767354,26.4,10,1,0
40800,501,0.630064647241496,16.8,12,0,1
36272,511,0.28726680218373724,19.1,15,1,0
37111,507,0.8227262200316748,39.3,21,1,0
19525,514,0.33744532580508263,34.7,12,1,0
44585,501,1.0396784574396138,17.9,10,0,1
53827,509,1.390196075362195,13.6,24,0,1
57588,513,1.9406291905772448,41.8,9,0,1
51093,512,0.0507489335494382,17.5,9,0,1
30721,515,-0.17079523771774857,19.8,10,1,0
48315,510,0.2792808302546106,10.8,9,1,0
49973,504,-0.1716603846767373,4.5,7,1,0
29675,507,0.8052901813197484,22.4,21,1,0
34648,507,0.7447964439566147,6.0,16,1,0
38681,512,0.7770065307374251,4.9,13,1,0
30515,507,2.584964025725608,24.7,38,1,0
12145,505,0.7330836851272289,20.7,14,1,0
43111,513,1.106560972346049,10.2,19,1,0
54377,511,-0.36651809974742594,63.6,7,1,0
50252,508,0.22930195593149344,10.1,11,0,1
35680,501,0.006160590278481405,55.7,7,1,0
28070,504,2.046177119573868,39.3,29,1,0
35722,512,-0.1226797568447609,16.2,9,0,1
